  dRA*cosD, d(DEC)/dt,  hEcl-Lon,hEcl-Lat,                r,       rdot,             delta,     deldot,       VmagSn,     VmagOb,     S-O-T,      PlAng,aid,RA_Hours,RA_Minutes,RA_Seconds,DEC_Degrees,DEC_Minutes,DEC_Seconds,Date
64.60379,8.763909,210.3497,0.3558,0.983285757,-5.2144303,0.329543098,-0.0953807,29.0232995,4.3294563,75.9733,-4.32392,1.1,8,32,26.96,19,55,29.8,10-05-2013
64.07192,8.742357,211.3119,0.4114,0.980259517,-5.2649747,0.329448843,-0.2311304,29.119128,4.2982171,75.4088,-4.48161,1.1,8,34,16.48,19,58,59.8,11-05-2013
63.49109,8.749194,212.2801,0.4673,0.977204427,-5.314329,0.329275942,-0.3676746,29.2161501,4.2675058,74.841,-4.63925,1.1,8,36,5.09,20,2,29.7,12-05-2013
62.85861,8.785501,213.2545,0.5233,0.974121183,-5.3624564,0.32902398,-0.504856,29.3143545,4.2373741,74.2695,-4.79689,1.1,8,37,52.72,20,6,0,13-05-2013
62.17181,8.852331,214.235,0.5796,0.971010505,-5.4093193,0.328692637,-0.6425052,29.413729,4.2078837,73.6941,-4.95464,1.1,8,39,39.26,20,9,31.7,14-05-2013
61.428,8.950718,215.222,0.6361,0.967873134,-5.454879,0.328281697,-0.7804419,29.5142609,4.1791038,73.1142,-5.11256,1.1,8,41,24.62,20,13,5.3,15-05-2013
60.62449,9.081683,216.2154,0.6927,0.964709834,-5.4990958,0.327791046,-0.9184752,29.6159365,4.1511095,72.5295,-5.27073,1.1,8,43,8.7,20,16,41.7,16-05-2013
59.75852,9.246236,217.2153,0.7495,0.961521394,-5.5419291,0.327220686,-1.056402,29.7187416,4.123979,71.9396,-5.42924,1.1,8,44,51.4,20,20,21.6,17-05-2013
58.82723,9.445362,218.222,0.8065,0.958308622,-5.5833374,0.326570743,-1.1940041,29.8226609,4.0977917,71.344,-5.58815,1.1,8,46,32.6,20,24,5.9,18-05-2013
57.82773,9.680002,219.2355,0.8636,0.955072356,-5.623278,0.32584147,-1.3310439,29.9276783,4.0726274,70.7423,-5.74754,1.1,8,48,12.19,20,27,55.5,19-05-2013
56.75714,9.951017,220.256,0.9208,0.951813455,-5.6617075,0.325033267,-1.4672611,30.0337768,4.0485671,70.134,-5.90749,1.1,8,49,50.06,20,31,51,20-05-2013
55.61272,10.25913,221.2836,0.9781,0.948532805,-5.6985811,0.32414669,-1.6023711,30.1409384,4.0256967,69.5185,-6.06807,1.1,8,51,26.07,20,35,53.6,21-05-2013
54.39207,10.60487,222.3183,1.0355,0.945231316,-5.7338534,0.323182465,-1.7360693,30.2491442,4.0041139,68.8955,-6.22935,1.1,8,53,0.11,20,40,3.9,22-05-2013
53.0933,10.98853,223.3603,1.0929,0.941909929,-5.7674777,0.322141498,-1.8680423,30.3583741,3.983939,68.2643,-6.39139,1.1,8,54,32.04,20,44,23,23-05-2013
51.71516,11.41015,224.4098,1.1504,0.938569607,-5.7994065,0.321024875,-1.9979898,30.468607,3.9653259,67.6243,-6.55425,1.1,8,56,1.72,20,48,51.7,24-05-2013
50.25698,11.86964,225.4668,1.2079,0.935211345,-5.8295912,0.319833842,-2.1256506,30.5798208,3.9484709,66.975,-6.71799,1.1,8,57,29.03,20,53,31,25-05-2013
48.71838,12.36688,226.5316,1.2654,0.931836164,-5.8579823,0.318569782,-2.2508266,30.6919918,3.9336109,66.3159,-6.88268,1.1,8,58,53.82,20,58,21.7,26-05-2013
47.09875,12.90195,227.6041,1.3229,0.928445114,-5.8845292,0.31723417,-2.3733903,30.8050955,3.9210111,65.6463,-7.04835,1.1,9,0,15.95,21,3,24.9,27-05-2013
45.39667,13.47528,228.6846,1.3803,0.925039275,-5.9091805,0.315828537,-2.4932716,30.9191059,3.910943,64.9657,-7.21505,1.1,9,1,35.29,21,8,41.4,28-05-2013
43.60955,14.08771,229.7731,1.4377,0.921619758,-5.9318837,0.314354445,-2.6104255,31.0339956,3.9036609,64.2735,-7.38284,1.1,9,2,51.67,21,14,12.1,29-05-2013
41.73349,14.74041,230.8698,1.495,0.918187702,-5.9525856,0.312813486,-2.7247967,31.1497361,3.8993874,63.5692,-7.55177,1.1,9,4,4.95,21,19,58.1,30-05-2013
39.7635,15.43478,231.9748,1.5521,0.914744279,-5.971232,0.31120729,-2.83629,31.266297,3.8983082,62.852,-7.72188,1.1,9,5,14.98,21,26,0.2,31-05-2013
37.69371,16.17226,233.0882,1.6091,0.911290693,-5.9877678,0.309537562,-2.9447556,31.3836468,3.9005757,62.1214,-7.89322,1.1,9,6,21.58,21,32,19.5,01-06-2013
35.51773,16.95426,234.2102,1.666,0.907828178,-6.0021371,0.307806107,-3.049985,31.5017523,3.9063175,61.3767,-8.06583,1.1,9,7,24.57,21,38,57,02-06-2013
33.22879,17.78203,235.3409,1.7226,0.904358002,-6.0142833,0.306014869,-3.1517144,31.6205785,3.9156433,60.6171,-8.23976,1.1,9,8,23.77,21,45,53.8,03-06-2013
30.81991,18.65659,236.4803,1.7789,0.900881466,-6.0241491,0.304165958,-3.2496299,31.7400892,3.9286511,59.842,-8.41504,1.1,9,9,18.97,21,53,11,04-06-2013
28.28398,19.57873,237.6286,1.835,0.897399903,-6.0316763,0.302261677,-3.3433724,31.8602459,3.9454302,59.0504,-8.5917,1.1,9,10,9.96,22,0,49.8,05-06-2013
25.61378,20.54893,238.786,1.8908,0.89391468,-6.0368065,0.300304553,-3.4325408,31.9810087,3.9660621,58.2417,-8.76975,1.1,9,10,56.5,22,8,51.3,06-06-2013
22.80205,21.5673,239.9525,1.9463,0.890427201,-6.0394803,0.298297351,-3.5166934,32.1023358,3.9906208,57.4149,-8.94922,1.1,9,11,38.36,22,17,16.6,07-06-2013
19.84153,22.63356,241.1282,2.0013,0.8869389,-6.0396382,0.296243108,-3.5953488,32.2241834,4.0191721,56.5691,-9.13008,1.1,9,12,15.27,22,26,6.9,08-06-2013
16.72502,23.74695,242.3133,2.056,0.883451247,-6.03722,0.294145146,-3.6679859,32.3465058,4.0517727,55.7034,-9.31233,1.1,9,12,46.95,22,35,23.4,09-06-2013
13.44545,24.90613,243.5079,2.1102,0.879965749,-6.0321656,0.292007103,-3.7340449,32.4692553,4.0884697,54.8169,-9.49594,1.1,9,13,13.13,22,45,7.2,10-06-2013
9.996002,26.10914,244.7121,2.1639,0.876483946,-6.0244142,0.289832948,-3.7929273,32.5923823,4.1293005,53.9084,-9.68084,1.1,9,13,33.5,22,55,19.4,11-06-2013
6.370197,27.35328,245.926,2.217,0.873007412,-6.0139054,0.287627009,-3.8439975,32.7158348,4.1742925,52.9771,-9.86696,1.1,9,13,47.75,23,6,0.9,12-06-2013
2.562013,28.63502,247.1496,2.2696,0.869537757,-6.0005785,0.285393991,-3.8865827,32.8395587,4.2234624,52.0218,-10.05419,1.1,9,13,55.54,23,17,12.8,13-06-2013
-1.43398,29.94989,248.3831,2.3215,0.866076628,-5.984373,0.283138998,-3.9199733,32.963498,4.2768154,51.0414,-10.2424,1.1,9,13,56.54,23,28,55.8,14-06-2013
-5.62242,31.29234,249.6266,2.3728,0.862625704,-5.9652287,0.280867556,-3.9434226,33.0875941,4.3343433,50.035,-10.43143,1.1,9,13,50.4,23,41,10.8,15-06-2013
-10.007,32.65565,250.8802,2.4234,0.859186699,-5.9430859,0.27858563,-3.956146,33.2117863,4.3960222,49.0015,-10.62107,1.1,9,13,36.75,23,53,58.2,16-06-2013
-14.5899,34.03172,252.1439,2.4731,0.855761363,-5.9178854,0.276299654,-3.9573213,33.3360114,4.461809,47.9398,-10.81107,1.1,9,13,15.22,24,7,18.6,17-06-2013
-19.372,35.41092,253.4179,2.5221,0.852351479,-5.8895688,0.274016542,-3.946092,33.4602041,4.5316382,46.8489,-11.00115,1.1,9,12,45.44,24,21,12,18-06-2013
-24.3516,36.78191,254.7021,2.5702,0.848958864,-5.8580784,0.271743713,-3.9215752,33.5842964,4.6054195,45.7279,-11.19096,1.1,9,12,7.02,24,35,38.3,19-06-2013
-29.5244,38.13155,255.9967,2.6174,0.845585366,-5.823358,0.269489102,-3.8828786,33.7082182,4.6830396,44.5758,-11.3801,1.1,9,11,19.58,24,50,37.4,20-06-2013
-34.8829,39.44483,257.3018,2.6636,0.842232868,-5.7853523,0.267261152,-3.8291272,33.8318968,4.7643689,43.3919,-11.56811,1.1,9,10,22.76,25,6,8.4,21-06-2013
-40.4158,40.70502,258.6174,2.7088,0.838903282,-5.7440077,0.2650688,-3.7594987,33.955257,4.8492769,42.1755,-11.75449,1.1,9,9,16.18,25,22,10.3,22-06-2013
-46.1085,41.89391,259.9435,2.7529,0.835598554,-5.6992722,0.262921433,-3.6732576,34.0782213,4.937653,40.9261,-11.93864,1.1,9,7,59.51,25,38,41.7,23-06-2013
-51.9427,42.99217,261.2801,2.7958,0.832320654,-5.651096,0.260828835,-3.5697766,34.2007097,5.029427,39.6433,-12.11991,1.1,9,6,32.41,25,55,40.5,24-06-2013
-57.8977,43.97975,262.6275,2.8376,0.829071585,-5.5994311,0.258801117,-3.4485346,34.3226398,5.12458,38.3272,-12.2976,1.1,9,4,54.59,26,13,4.5,25-06-2013
-63.95,44.8361,263.9854,2.8781,0.825853376,-5.5442323,0.256848668,-3.3090915,34.4439267,5.2231403,36.9778,-12.47095,1.1,9,3,5.8,26,30,50.6,26-06-2013
-70.0738,45.54021,265.354,2.9173,0.822668079,-5.4854568,0.254982117,-3.1510559,34.5644833,5.325165,35.5957,-12.63912,1.1,9,1,5.82,26,48,55.5,27-06-2013
-76.2403,46.07072,266.7333,2.9551,0.819517773,-5.4230649,0.253212307,-2.9740613,34.68422,5.4307178,34.1817,-12.80125,1.1,8,58,54.47,27,7,15.3,28-06-2013
-82.417,46.40595,268.1233,2.9914,0.816404556,-5.35702,0.25155029,-2.7777623,34.8030449,5.5398501,32.737,-12.9564,1.1,8,56,31.65,27,25,45.5,29-06-2013
-88.5674,46.52425,269.5239,3.0263,0.813330549,-5.2872892,0.250007308,-2.5618481,34.9208641,5.6525919,31.2635,-13.1036,1.1,8,53,57.29,27,44,21.2,30-06-2013
-94.6502,46.40442,270.9352,3.0596,0.81029789,-5.2138432,0.248594766,-2.3260682,35.0375814,5.7689492,29.7632,-13.24185,1.1,8,51,11.41,28,2,56.8,01-07-2013
-100.619,46.02641,272.3571,3.0913,0.80730873,-5.1366567,0.247324188,-2.0702605,35.1530985,5.8889072,28.2393,-13.3701,1.1,8,48,14.11,28,21,26.5,02-07-2013
-106.425,45.37204,273.7896,3.1212,0.804365238,-5.0557091,0.246207161,-1.7943787,35.2673152,6.0124351,26.6954,-13.4873,1.1,8,45,5.58,28,39,43.8,03-07-2013
-112.012,44.42591,275.2326,3.1495,0.80146959,-4.9709841,0.245255258,-1.498515,35.3801297,6.139491,25.1362,-13.5924,1.1,8,41,46.09,28,57,42,04-07-2013
-117.324,43.17619,276.686,3.1759,0.798623971,-4.8824706,0.244479957,-1.1829186,35.4914381,6.2700249,23.5677,-13.68435,1.1,8,38,16.04,29,15,13.8,05-07-2013
-122.3,41.61554,278.1498,3.2004,0.795830573,-4.7901626,0.243892539,-0.8480094,35.6011352,6.4039816,21.9974,-13.76217,1.1,8,34,35.96,29,32,11.8,06-07-2013
-126.881,39.74182,279.6239,3.223,0.793091585,-4.6940597,0.243503993,-0.4943882,35.7091145,6.5413014,20.4346,-13.8249,1.1,8,30,46.46,29,48,28.7,07-07-2013
-131.006,37.55875,281.1082,3.2437,0.7904092,-4.5941673,0.243324907,-0.1228421,35.8152679,6.6819204,18.8913,-13.87169,1.1,8,26,48.3,30,3,56.9,08-07-2013
-134.617,35.07642,282.6025,3.2622,0.787785603,-4.490497,0.243365358,0.2656533,35.9194867,6.8257696,17.3828,-13.90177,1.1,8,22,42.38,30,18,29,09-07-2013
-137.659,32.31148,284.1067,3.2787,0.785222971,-4.3830666,0.243634809,0.6699361,36.0216611,6.972775,15.9288,-13.91451,1.1,8,18,29.69,30,31,58.2,10-07-2013
-140.083,29.28716,285.6207,3.2929,0.782723468,-4.2719006,0.244141994,1.0886648,36.1216808,7.1228559,14.5549,-13.90941,1.1,8,14,11.35,30,44,17.8,11-07-2013
-141.845,26.03295,287.1443,3.305,0.780289244,-4.1570304,0.244894829,1.5203296,36.2194353,7.275925,13.2939,-13.88613,1.1,8,9,48.58,30,55,22.1,12-07-2013
-142.911,22.58396,288.6774,3.3147,0.777922426,-4.0384945,0.245900307,1.9632694,36.3148136,7.4318872,12.1877,-13.84452,1.1,8,5,22.69,31,5,5.8,13-07-2013
-143.256,18.98004,290.2197,3.3222,0.77562512,-3.9163387,0.247164428,2.4156922,36.4077054,7.5906384,11.2861,-13.78459,1.1,8,0,55.05,31,13,24.8,14-07-2013
-142.866,15.26461,291.771,3.3272,0.7733994,-3.7906161,0.248692122,2.8756993,36.4980003,7.7520635,10.6427,-13.70653,1.1,7,56,27.11,31,20,15.8,15-07-2013
-141.735,11.4833,293.3312,3.3299,0.771247309,-3.6613875,0.250487197,3.3413103,36.5855889,7.9160321,10.3043,-13.61073,1.1,7,52,0.3,31,25,36.8,16-07-2013
-139.871,7.682512,294.8999,3.33,0.769170852,-3.5287217,0.252552302,3.8104867,36.6703628,8.0823933,10.2962,-13.49775,1.1,7,47,36.08,31,29,26.7,17-07-2013
-137.293,3.907981,296.4769,3.3277,0.767171993,-3.392695,0.254888895,4.2811518,36.7522149,8.2509691,10.6113,-13.36831,1.1,7,43,15.91,31,31,45.5,18-07-2013
-134.027,0.20345,298.0621,3.3228,0.765252648,-3.2533919,0.257497227,4.7512064,36.8310398,8.4215485,11.2126,-13.22327,1.1,7,39,1.15,31,32,34.5,19-07-2013
-130.111,-3.39051,299.655,3.3153,0.763414683,-3.1109045,0.260376336,5.2185431,36.906734,8.5938862,12.0458,-13.06363,1.1,7,34,53.14,31,31,55.9,20-07-2013
-125.592,-6.8375,301.2553,3.3052,0.761659909,-2.9653333,0.263524042,5.6810663,36.9791963,8.7677097,13.0539,-12.89051,1.1,7,30,53.13,31,29,52.8,21-07-2013
-120.523,-10.1061,302.8629,3.2925,0.759990074,-2.8167863,0.266936969,6.1367259,37.0483282,8.9427367,14.187,-12.70508,1.1,7,27,2.23,31,26,29,22-07-2013
-114.965,-13.1704,304.4773,3.2771,0.758406865,-2.6653795,0.27061058,6.5835685,37.1140343,9.1187013,15.4043,-12.50861,1.1,7,23,21.46,31,21,49.2,23-07-2013
-108.982,-16.0109,306.0982,3.2591,0.756911897,-2.5112367,0.274539254,7.019799,37.1762221,9.2953778,16.6749,-12.30238,1.1,7,19,51.72,31,15,58.6,24-07-2013
-102.644,-18.6141,307.7253,3.2383,0.755506713,-2.3544891,0.278716392,7.4438363,37.2348033,9.4725945,17.9752,-12.0877,1.1,7,16,33.74,31,9,2.6,25-07-2013
-96.0173,-20.9731,309.3581,3.2149,0.754192777,-2.195275,0.283134555,7.8543455,37.2896931,9.650232,19.2876,-11.86584,1.1,7,13,28.14,31,1,7,26-07-2013
-89.1692,-23.0866,310.9964,3.1888,0.752971472,-2.0337403,0.287785602,8.2502429,37.3408113,9.8282091,20.599,-11.63806,1.1,7,10,35.39,30,52,17.8,27-07-2013
-82.1624,-24.9586,312.6397,3.16,0.751844093,-1.8700372,0.292660839,8.6306771,37.3880821,10.0064642,21.8996,-11.40556,1.1,7,7,55.83,30,42,40.7,28-07-2013
-75.0548,-26.5972,314.2877,3.1284,0.750811847,-1.7043245,0.297751137,8.9949999,37.4314347,10.18494,23.182,-11.16947,1.1,7,5,29.68,30,32,21.6,29-07-2013
-67.8993,-28.0141,315.9398,3.0942,0.749875847,-1.5367671,0.303047046,9.342736,37.4708036,10.3635733,24.4408,-10.93083,1.1,7,3,17.04,30,21,25.7,30-07-2013
-60.7428,-29.2231,317.5958,3.0574,0.74903711,-1.3675356,0.308538887,9.6735564,37.5061286,10.5422914,25.6718,-10.69063,1.1,7,1,17.92,30,9,58.5,31-07-2013
-53.6268,-30.24,319.2551,3.0179,0.748296551,-1.1968057,0.314216824,9.9872583,37.5373554,10.7210118,26.8722,-10.44975,1.1,6,59,32.24,29,58,4.5,01-08-2013
-46.5875,-31.0816,320.9174,2.9758,0.747654983,-1.0247576,0.320070939,10.2837482,37.5644354,10.8996447,28.0399,-10.20898,1.1,6,57,59.84,29,45,48.3,02-08-2013
-39.6558,-31.7652,322.5822,2.9312,0.747113115,-0.8515761,0.32609129,10.5630298,37.5873264,11.0780964,29.1734,-9.96903,1.1,6,56,40.49,29,33,13.8,03-08-2013
-32.8575,-32.3079,324.249,2.884,0.746671547,-0.6774493,0.332267961,10.8251924,37.6059924,11.2562726,30.272,-9.73054,1.1,6,55,33.92,29,20,24.7,04-08-2013
-26.2141,-32.7266,325.9174,2.8343,0.746330769,-0.5025684,0.338591109,11.070401,37.620404,11.4340809,31.3351,-9.49404,1.1,6,54,39.82,29,7,24.1,05-08-2013
-19.743,-33.0377,327.587,2.7822,0.746091161,-0.3271271,0.345051006,11.2988859,37.6305383,11.611433,32.3629,-9.26002,1.1,6,53,57.84,28,54,14.8,06-08-2013
-13.4575,-33.2564,329.2573,2.7276,0.74595299,-0.151321,0.351638077,11.5109323,37.6363794,11.7882449,33.3553,-9.02886,1.1,6,53,27.58,28,40,59.1,07-08-2013
-7.36778,-33.3971,330.9278,2.6708,0.74591641,0.0246533,0.35834292,11.7068692,37.6379179,11.964437,34.3129,-8.8009,1.1,6,53,8.66,28,27,39.2,08-08-2013
-1.48067,-33.4732,332.5981,2.6117,0.74598146,0.2005986,0.365156337,11.8870585,37.6351514,12.1399327,35.2362,-8.57643,1.1,6,53,0.67,28,14,16.7,09-08-2013
4.1995,-33.4968,334.2677,2.5504,0.746148068,0.3763177,0.372069343,12.0518834,37.6280845,12.3146564,36.1261,-8.35565,1.1,6,53,3.18,28,0,53,10-08-2013
9.670733,-33.4789,335.9361,2.487,0.746416045,0.5516142,0.37907318,12.2017388,37.6167283,12.4885317,36.9832,-8.13876,1.1,6,53,15.78,27,47,29.3,11-08-2013
14.93299,-33.4292,337.603,2.4215,0.746785091,0.726293,0.386159319,12.3370212,37.6011011,12.661479,37.8085,-7.92587,1.1,6,53,38.06,27,34,6.4,12-08-2013
19.98787,-33.3566,339.2679,2.3541,0.747254793,0.9001611,0.393319456,12.4581198,37.5812276,12.8334123,38.6029,-7.71708,1.1,6,54,9.59,27,20,44.9,13-08-2013
24.83826,-33.2687,340.9302,2.2847,0.747824628,1.0730282,0.40054551,12.5654077,37.5571391,13.0042359,39.3675,-7.51245,1.1,6,54,49.97,27,7,25.4,14-08-2013
29.48813,-33.1721,342.5897,2.2136,0.748493964,1.244707,0.407829608,12.6592327,37.5288737,13.1738385,40.1033,-7.31201,1.1,6,55,38.8,26,54,8.1,15-08-2013
33.94214,-33.0726,344.2458,2.1407,0.74926206,1.4150142,0.415164069,12.7399081,37.4964754,13.342087,40.8112,-7.11578,1.1,6,56,35.7,26,40,53.2,16-08-2013
38.20542,-32.975,345.8981,2.0663,0.750128074,1.5837706,0.422541379,12.8077062,37.4599946,13.5088185,41.4924,-6.92373,1.1,6,57,40.29,26,27,40.6,17-08-2013
42.28318,-32.8833,347.5463,1.9903,0.751091058,1.750802,0.429954172,12.8628578,37.4194873,13.6738357,42.1477,-6.73584,1.1,6,58,52.2,26,14,30.4,18-08-2013
46.18042,-32.8008,349.1899,1.9128,0.752149968,1.9159396,0.437395203,12.9055603,37.3750155,13.8369082,42.7783,-6.55206,1.1,7,0,11.08,26,1,22.3,19-08-2013
49.90175,-32.73,350.8284,1.8341,0.753303662,2.0790202,0.444857337,12.9359991,37.3266462,13.9977833,43.3852,-6.37234,1.1,7,1,36.58,25,48,16,20-08-2013
53.45131,-32.6728,352.4617,1.7541,0.754550907,2.2398869,0.452333549,12.9543753,37.2744519,14.1562053,43.9694,-6.19662,1.1,7,3,8.37,25,35,11.3,21-08-2013
56.83291,-32.6309,354.0892,1.6729,0.755890381,2.3983894,0.459816942,12.9609332,37.2185096,14.3119399,44.5318,-6.02482,1.1,7,4,46.14,25,22,7.8,22-08-2013
60.05026,-32.6053,355.7106,1.5907,0.757320677,2.5543841,0.467300775,12.9559762,37.1589011,14.464793,45.0735,-5.85686,1.1,7,6,29.56,25,9,5.1,23-08-2013
63.10729,-32.5969,357.3256,1.5076,0.758840305,2.7077346,0.474778502,12.9398681,37.0957122,14.6146203,45.5954,-5.69265,1.1,7,8,18.34,24,56,2.7,24-08-2013
66.00826,-32.6063,358.9338,1.4236,0.760447703,2.8583121,0.482243801,12.9130205,37.0290326,14.7613252,46.0985,-5.53211,1.1,7,10,12.18,24,43,0.3,25-08-2013
68.75786,-32.6338,0.5349,1.3388,0.762141233,3.0059952,0.489690597,12.8758738,36.9589556,14.9048487,46.5837,-5.37515,1.1,7,12,10.79,24,29,57.5,26-08-2013
71.36109,-32.6797,2.1287,1.2534,0.76391919,3.1506703,0.497113073,12.8288799,36.8855778,15.0451579,47.0519,-5.22165,1.1,7,14,13.9,24,16,53.8,27-08-2013
73.82325,-32.7438,3.7148,1.1675,0.765779807,3.2922316,0.504505673,12.7724889,36.8089985,15.1822347,47.504,-5.07153,1.1,7,16,21.24,24,3,48.8,28-08-2013
76.14973,-32.826,5.2929,1.0811,0.767721256,3.4305814,0.511863099,12.7071419,36.7293196,15.3160691,47.9409,-4.92468,1.1,7,18,32.56,23,50,42,29-08-2013
78.34593,-32.926,6.8628,0.9943,0.769741656,3.5656297,0.519180304,12.6332688,36.6466452,15.4466555,48.3633,-4.781,1.1,7,20,47.61,23,37,33,30-08-2013
80.4172,-33.0431,8.4242,0.9072,0.771839078,3.6972947,0.526452485,12.5512886,36.5610813,15.5739916,48.772,-4.64039,1.1,7,23,6.16,23,24,21.5,31-08-2013
82.36881,-33.1767,9.977,0.82,0.774011545,3.8255024,0.533675082,12.4616125,36.4727355,15.6980798,49.1679,-4.50273,1.1,7,25,27.97,23,11,6.9,01-09-2013
84.20589,-33.3263,11.5208,0.7326,0.776257041,3.9501866,0.540843767,12.3646463,36.3817165,15.8189303,49.5515,-4.36794,1.1,7,27,52.85,22,57,49,02-09-2013
85.93347,-33.4909,13.0556,0.6453,0.778573515,4.0712888,0.547954446,12.2607932,36.2881339,15.936564,49.9235,-4.23591,1.1,7,30,20.58,22,44,27.3,03-09-2013
87.5565,-33.6699,14.581,0.558,0.780958882,4.1887582,0.555003261,12.1504549,36.1920982,16.0510158,50.2847,-4.10654,1.1,7,32,50.97,22,31,1.5,04-09-2013
89.07988,-33.8623,16.097,0.4708,0.783411032,4.3025514,0.56198658,12.0340304,36.0937198,16.1623377,50.6357,-3.97973,1.1,7,35,23.83,22,17,31.2,05-09-2013
90.5085,-34.0674,17.6034,0.3839,0.78592783,4.412632,0.568901004,11.9119128,35.9931096,16.2705988,50.977,-3.85539,1.1,7,37,58.99,22,3,56.1,06-09-2013
91.84724,-34.2844,19.1,0.2973,0.788507125,4.5189709,0.575743355,11.7844832,35.8903781,16.3758849,51.3092,-3.73343,1.1,7,40,36.3,21,50,16,07-09-2013
93.10097,-34.5124,20.5867,0.211,0.791146749,4.6215457,0.582510673,11.6521038,35.7856352,16.4782948,51.6328,-3.61375,1.1,7,43,15.58,21,36,30.5,08-09-2013
94.27456,-34.7508,22.0634,0.1252,0.793844522,4.7203405,0.589200197,11.5151095,35.6789905,16.5779347,51.9483,-3.49626,1.1,7,45,56.69,21,22,39.4,09-09-2013
95.3728,-34.9988,23.53,0.0399,0.79659826,4.8153456,0.595809352,11.3738018,35.5705524,16.674912,52.2563,-3.38089,1.1,7,48,39.51,21,8,42.4,10-09-2013
96.40036,-35.2556,24.9864,-0.0449,0.799405771,4.9065574,0.602335723,11.2284429,35.4604284,16.7693284,52.5571,-3.26754,1.1,7,51,23.89,20,54,39.3,11-09-2013
97.36173,-35.5207,26.4324,-0.129,0.802264866,4.9939782,0.608777037,11.0792523,35.3487246,16.8612728,52.8512,-3.15614,1.1,7,54,9.72,20,40,30,12-09-2013
98.26117,-35.7932,27.8682,-0.2124,0.805173357,5.0776153,0.615131135,10.9264059,35.2355458,16.950815,53.139,-3.0466,1.1,7,56,56.88,20,26,14.3,13-09-2013
99.10262,-36.0726,29.2935,-0.2951,0.808129063,5.1574816,0.621395946,10.7700359,35.120995,17.0379993,53.4208,-2.93886,1.1,7,59,45.27,20,11,51.9,14-09-2013
99.88965,-36.3579,30.7084,-0.377,0.81112981,5.2335945,0.627569463,10.610235,35.0051736,17.1228381,53.697,-2.83285,1.1,8,2,34.78,19,57,22.8,15-09-2013
100.6254,-36.6486,32.1128,-0.4581,0.814173438,5.3059763,0.633649724,10.4470641,34.8881811,17.2053084,53.9679,-2.72848,1.1,8,5,25.33,19,42,46.8,16-09-2013
101.3124,-36.9436,33.5067,-0.5383,0.817257799,5.3746533,0.639634796,10.280566,34.7701151,17.2853512,54.2339,-2.62571,1.1,8,8,16.82,19,28,3.7,17-09-2013
101.9529,-37.2422,34.8901,-0.6176,0.820380763,5.4396559,0.645522769,10.110783,34.6510711,17.3628786,54.4953,-2.52447,1.1,8,11,9.17,19,13,13.6,18-09-2013
102.5486,-37.5436,36.263,-0.6959,0.823540215,5.5010181,0.651311763,9.9377761,34.5311422,17.4377853,54.7524,-2.42469,1.1,8,14,2.3,18,58,16.2,19-09-2013
103.1008,-37.8467,37.6254,-0.7732,0.826734066,5.5587774,0.656999941,9.7616401,34.4104196,17.5099661,55.0055,-2.32633,1.1,8,16,56.15,18,43,11.6,20-09-2013
103.6108,-38.1508,38.9773,-0.8495,0.829960246,5.6129744,0.662585534,9.5825106,34.288992,17.5793312,55.2549,-2.22933,1.1,8,19,50.63,18,27,59.6,21-09-2013
104.0799,-38.4551,40.3187,-0.9247,0.83321671,5.6636525,0.668066861,9.4005616,34.1669459,17.645818,55.5009,-2.13364,1.1,8,22,45.68,18,12,40.4,22-09-2013
104.5092,-38.7588,41.6497,-0.9989,0.836501439,5.7108578,0.673442352,9.2159958,34.0443653,17.7093947,55.7437,-2.03921,1.1,8,25,41.23,17,57,13.8,23-09-2013
104.9002,-39.0613,42.9703,-1.0719,0.839812441,5.7546386,0.678710559,9.0290323,33.9213319,17.7700587,55.9836,-1.946,1.1,8,28,37.21,17,41,39.9,24-09-2013
105.2544,-39.3621,44.2806,-1.1438,0.843147753,5.7950455,0.68387016,8.8398953,33.7979248,17.82783,56.2209,-1.85395,1.1,8,31,33.57,17,25,58.8,25-09-2013
105.5733,-39.6606,45.5806,-1.2145,0.846505442,5.8321309,0.688919966,8.6488056,33.6742209,17.8827442,56.4558,-1.76303,1.1,8,34,30.24,17,10,10.5,26-09-2013
105.8585,-39.9564,46.8703,-1.284,0.849883605,5.8659488,0.693858911,8.4559765,33.5502945,17.9348457,56.6885,-1.67319,1.1,8,37,27.16,16,54,15.1,27-09-2013
106.1117,-40.2489,48.1499,-1.3524,0.85328037,5.8965546,0.698686049,8.2616131,33.4262175,17.9841828,56.9193,-1.58439,1.1,8,40,24.29,16,38,12.7,28-09-2013
106.3343,-40.5379,49.4193,-1.4195,0.8566939,5.9240051,0.703400552,8.0659142,33.3020593,18.0308057,57.1484,-1.49659,1.1,8,43,21.56,16,22,3.2,29-09-2013
106.5279,-40.823,50.6787,-1.4854,0.860122389,5.948358,0.708001706,7.8690756,33.1778872,18.0747658,57.3759,-1.40975,1.1,8,46,18.93,16,5,46.9,30-09-2013
106.6938,-41.1038,51.9282,-1.5501,0.863564063,5.9696718,0.712488908,7.6712943,33.0537657,18.1161181,57.6021,-1.32384,1.1,8,49,16.35,15,49,23.8,01-10-2013
106.8335,-41.3799,53.1678,-1.6136,0.867017187,5.988006,0.716861673,7.4727725,32.9297572,18.1549253,57.8271,-1.23882,1.1,8,52,13.79,15,32,54.1,02-10-2013
