  dRA*cosD, d(DEC)/dt,  hEcl-Lon,hEcl-Lat,                r,       rdot,             delta,     deldot,       VmagSn,     VmagOb,     S-O-T,      PlAng,aid,RA_Hours,RA_Minutes,RA_Seconds,DEC_Degrees,DEC_Minutes,DEC_Seconds,Date
188.0651,38.66353,312.5757,3.1663,0.752159744,-1.898605,1.703492273,-4.8401375,37.3782963,66.0704016,9.6401,1.93596,1.1,20,8,13.24,-18,44,46.5,11-01-2010
188.0899,40.06641,314.2226,3.1353,0.751110856,-1.733218,1.700715566,-4.7748315,37.4223256,66.0650433,9.8977,1.94122,1.1,20,13,30.81,-18,29,1.7,12-01-2010
188.0902,41.44587,315.8738,3.1016,0.750158039,-1.5659562,1.697976945,-4.7082365,37.4623829,66.0541845,10.1575,1.94585,1.1,20,18,47.9,-18,12,43.4,13-01-2010
188.0661,42.80054,317.5288,3.0652,0.749302326,-1.3969893,1.695277181,-4.6402592,37.4984071,66.0377458,10.4193,1.94985,1.1,20,24,4.47,-17,55,52.3,14-01-2010
188.0182,44.12909,319.1873,3.0261,0.748544651,-1.226492,1.692617099,-4.5708064,37.5303426,66.0156681,10.683,1.9532,1.1,20,29,20.47,-17,38,29.1,15-01-2010
187.9468,45.43024,320.8488,2.9845,0.747885847,-1.054644,1.689997579,-4.4997852,37.5581399,65.9879122,10.9486,1.95591,1.1,20,34,35.85,-17,20,34.3,16-01-2010
187.8523,46.70281,322.5129,2.9403,0.747326641,-0.8816293,1.687419553,-4.4271051,37.5817555,65.9544583,11.2158,1.95797,1.1,20,39,50.56,-17,2,8.6,17-01-2010
187.7354,47.94567,324.1791,2.8935,0.746867654,-0.7076355,1.684884004,-4.3526785,37.6011524,65.915305,11.4846,1.95938,1.1,20,45,4.58,-16,43,12.8,18-01-2010
187.5967,49.15773,325.847,2.8442,0.746509394,-0.5328533,1.682391966,-4.2764211,37.6162997,65.8704684,11.7549,1.96014,1.1,20,50,17.85,-16,23,47.5,19-01-2010
187.4366,50.33802,327.5162,2.7925,0.746252262,-0.3574762,1.679944519,-4.1982522,37.6271736,65.8199808,12.0265,1.96025,1.1,20,55,30.35,-16,3,53.4,20-01-2010
187.256,51.48561,329.1861,2.7384,0.746096546,-0.1816994,1.677542791,-4.1180932,37.6337567,65.7638905,12.2993,1.9597,1.1,21,0,42.04,-15,43,31.5,21-01-2010
187.0554,52.59965,330.8563,2.682,0.746042418,-0.0057195,1.675187952,-4.0358663,37.6360385,65.7022621,12.5733,1.95849,1.1,21,5,52.88,-15,22,42.3,22-01-2010
186.8356,53.67938,332.5264,2.6233,0.74608994,0.1702662,1.672881221,-3.9514935,37.6340154,65.635179,12.8482,1.95662,1.1,21,11,2.85,-15,1,26.8,23-01-2010
186.5973,54.7241,334.1958,2.5623,0.746239058,0.3460605,1.670623859,-3.8648961,37.6276906,65.562748,13.1239,1.95409,1.1,21,16,11.93,-14,39,45.9,24-01-2010
186.3415,55.73323,335.8642,2.4992,0.746489604,0.5214666,1.668417174,-3.7759977,37.6170741,65.4851051,13.4004,1.95089,1.1,21,21,20.09,-14,17,40.2,25-01-2010
186.069,56.70627,337.5312,2.4341,0.746841297,0.6962893,1.666262514,-3.6847312,37.6021829,65.4024223,13.6774,1.94703,1.1,21,26,27.31,-13,55,10.7,26-01-2010
185.7808,57.64282,339.1961,2.367,0.747293745,0.8703349,1.664161262,-3.5910509,37.5830405,65.3149117,13.9549,1.94251,1.1,21,31,33.57,-13,32,18.4,27-01-2010
185.4779,58.5426,340.8587,2.298,0.747846444,1.0434126,1.662114817,-3.4949503,37.5596773,65.2228227,14.2328,1.93731,1.1,21,36,38.84,-13,9,4,28-01-2010
185.1616,59.40537,342.5184,2.2271,0.748498779,1.2153345,1.660124564,-3.3964795,37.5321298,65.1264278,14.5108,1.93145,1.1,21,41,43.13,-12,45,28.4,29-01-2010
184.8328,60.23095,344.1748,2.1546,0.749250031,1.3859164,1.658191843,-3.2957547,37.5004413,65.0259956,14.7888,1.92491,1.1,21,46,46.4,-12,21,32.7,30-01-2010
184.4926,61.01915,345.8275,2.0804,0.750099372,1.5549783,1.656317907,-3.1929515,37.4646608,64.9217572,15.0668,1.9177,1.1,21,51,48.66,-11,57,17.5,31-01-2010
184.1417,61.76977,347.4762,2.0046,0.751045874,1.7223452,1.654503897,-3.0882798,37.4248435,64.8138794,15.3445,1.90982,1.1,21,56,49.89,-11,32,44,01-02-2010
183.7806,62.48254,349.1203,1.9274,0.752088508,1.8878471,1.65275083,-2.9819484,37.3810504,64.7024563,15.6218,1.90126,1.1,22,1,50.1,-11,7,52.9,02-02-2010
183.4099,63.1572,350.7595,1.8489,0.75322615,2.0513198,1.651059613,-2.8741344,37.3333475,64.5875229,15.8986,1.89202,1.1,22,6,49.28,-10,42,45.1,03-02-2010
183.0299,63.79349,352.3934,1.7691,0.754457582,2.2126053,1.649431061,-2.7649682,37.2818065,64.4690811,16.1749,1.88211,1.1,22,11,47.44,-10,17,21.5,04-02-2010
182.6407,64.3912,354.0216,1.6881,0.755781497,2.3715518,1.647865929,-2.6545344,37.2265035,64.3471262,16.4503,1.87152,1.1,22,16,44.57,-9,51,43.2,05-02-2010
182.2427,64.95017,355.6438,1.606,0.7571965,2.5280147,1.646364934,-2.5428828,37.1675196,64.2216658,16.7249,1.86026,1.1,22,21,40.68,-9,25,50.9,06-02-2010
181.8363,65.4703,357.2597,1.523,0.758701118,2.6818563,1.64492877,-2.4300422,37.1049399,64.0927279,16.9985,1.84833,1.1,22,26,35.77,-8,59,45.7,07-02-2010
181.4218,65.95157,358.8688,1.4392,0.760293798,2.8329464,1.643558118,-2.3160318,37.0388534,63.960363,17.271,1.83573,1.1,22,31,29.84,-8,33,28.5,08-02-2010
180.9996,66.39401,0.4709,1.3546,0.761972917,2.9811621,1.642253648,-2.2008685,36.969353,63.8246401,17.5423,1.82248,1.1,22,36,22.89,-8,7,0.1,09-02-2010
180.5702,66.79772,2.0657,1.2692,0.763736778,3.1263885,1.641016022,-2.0845707,36.8965345,63.6856435,17.8123,1.80856,1.1,22,41,14.94,-7,40,21.7,10-02-2010
180.1339,67.16283,3.6528,1.1834,0.765583626,3.2685184,1.639845889,-1.9671592,36.8204968,63.5434685,18.0808,1.794,1.1,22,46,5.98,-7,13,34,11-02-2010
179.6913,67.48955,5.2321,1.097,0.767511643,3.4074526,1.638743885,-1.8486571,36.7413416,63.3982188,18.3479,1.77879,1.1,22,50,56.02,-6,46,38,12-02-2010
179.2427,67.77808,6.8031,1.0103,0.769518955,3.5430999,1.637710634,-1.729088,36.6591725,63.250005,18.6133,1.76294,1.1,22,55,45.06,-6,19,34.7,13-02-2010
178.7886,68.02872,8.3658,0.9232,0.77160364,3.6753768,1.636746744,-1.6084756,36.5740952,63.0989449,18.8769,1.74645,1.1,23,0,33.13,-5,52,24.9,14-02-2010
178.3293,68.24179,9.9197,0.836,0.77376373,3.8042081,1.635852813,-1.4868425,36.4862171,62.9451632,19.1388,1.72935,1.1,23,5,20.23,-5,25,9.5,15-02-2010
177.8654,68.41764,11.4649,0.7487,0.775997213,3.9295262,1.635029423,-1.3642107,36.3956466,62.7887921,19.3987,1.71162,1.1,23,10,6.37,-4,57,49.5,16-02-2010
177.3971,68.55668,13.0009,0.6613,0.778302045,4.0512712,1.634277144,-1.2406008,36.3024934,62.6299723,19.6566,1.69328,1.1,23,14,51.55,-4,30,25.8,17-02-2010
176.9249,68.65938,14.5277,0.5739,0.780676144,4.169391,1.633596537,-1.1160328,36.2068677,62.4688524,19.9125,1.67435,1.1,23,19,35.81,-4,2,59.1,18-02-2010
176.4492,68.72621,16.0451,0.4867,0.783117406,4.2838408,1.632988149,-0.9905253,36.1088801,62.3055901,20.1661,1.65482,1.1,23,24,19.15,-3,35,30.3,19-02-2010
175.9704,68.7577,17.5528,0.3998,0.785623697,4.3945832,1.632452518,-0.864095,36.0086414,62.1403528,20.4175,1.6347,1.1,23,29,1.58,-3,8,0.4,20-02-2010
175.489,68.75445,19.0508,0.3131,0.788192869,4.5015877,1.631990172,-0.7367555,35.906262,61.9733195,20.6665,1.61401,1.1,23,33,43.12,-2,40,30.1,21-02-2010
175.0054,68.71705,20.539,0.2267,0.790822754,4.6048307,1.631601634,-0.6085177,35.8018522,61.8046853,20.913,1.59275,1.1,23,38,23.78,-2,13,0.3,22-02-2010
174.52,68.6462,22.0171,0.1408,0.793511177,4.7042952,1.631287419,-0.4793918,35.6955215,61.6346665,21.157,1.57094,1.1,23,43,3.59,-1,45,31.8,23-02-2010
174.0335,68.54259,23.4852,0.0554,0.796255949,4.7999705,1.631048036,-0.3493934,35.5873787,61.4635072,21.3984,1.54858,1.1,23,47,42.55,-1,18,5.3,24-02-2010
173.5464,68.40701,24.943,-0.0295,0.799054882,4.891852,1.630883982,-0.2185551,35.4775313,61.2914834,21.6371,1.52567,1.1,23,52,20.68,0,50,41.8,25-02-2010
173.0595,68.24026,26.3906,-0.1137,0.801905785,4.9799408,1.630795723,-0.0869437,35.3660858,61.1189007,21.8731,1.50224,1.1,23,56,58,0,23,21.9,26-02-2010
172.5734,68.04317,27.8278,-0.1973,0.804806468,5.0642436,1.630783676,0.0453228,35.2531471,60.9460805,22.1061,1.47829,1.1,0,1,34.52,0,3,53.7,27-02-2010
172.089,67.81652,29.2547,-0.2802,0.807754748,5.1447721,1.630848169,0.1780631,35.1388187,60.7733339,22.3363,1.45382,1.1,0,6,10.26,0,31,4.1,28-02-2010
171.6067,67.56106,30.6711,-0.3622,0.81074845,5.2215432,1.630989409,0.311037,35.0232022,60.6009294,22.5634,1.42885,1.1,0,10,45.25,0,58,8.7,01-03-2010
171.1272,67.27744,32.077,-0.4435,0.813785409,5.2945782,1.631207453,0.443967,34.9063975,60.4290649,22.7874,1.40339,1.1,0,15,19.5,1,25,6.8,02-03-2010
170.6505,66.96622,33.4725,-0.5238,0.816863476,5.3639027,1.631502191,0.5765708,34.7885024,60.2578588,23.0082,1.37744,1.1,0,19,53.03,1,51,57.8,03-03-2010
170.1767,66.6279,34.8574,-0.6033,0.819980515,5.4295464,1.631873361,0.7085912,34.6696129,60.0873591,23.2259,1.35103,1.1,0,24,25.88,2,18,41,04-03-2010
169.7057,66.26294,36.2318,-0.6818,0.823134409,5.4915429,1.63232056,0.8398146,34.5498226,59.9175677,23.4402,1.32415,1.1,0,28,58.06,2,45,15.8,05-03-2010
169.2374,65.87181,37.5957,-0.7593,0.826323064,5.5499289,1.632843279,0.970073,34.4292228,59.7484648,23.6512,1.29683,1.1,0,33,29.59,3,11,41.5,06-03-2010
168.7716,65.45498,38.9492,-0.8358,0.829544405,5.6047446,1.63344092,1.0992377,34.3079029,59.5800278,23.8589,1.26907,1.1,0,38,0.49,3,37,57.6,07-03-2010
168.3081,65.01296,40.2921,-0.9112,0.832796383,5.6560329,1.634112823,1.2272071,34.1859497,59.4122419,24.0631,1.24089,1.1,0,42,30.78,4,4,3.3,08-03-2010
167.8469,64.54627,41.6246,-0.9856,0.836076973,5.7038394,1.634858271,1.3538971,34.0634476,59.2451023,24.2638,1.2123,1.1,0,47,0.47,4,29,58.1,09-03-2010
167.3879,64.05545,42.9467,-1.0588,0.839384178,5.7482122,1.635676504,1.4792333,33.9404787,59.0786131,24.461,1.18333,1.1,0,51,29.58,4,55,41.5,10-03-2010
166.9308,63.54106,44.2585,-1.1309,0.842716029,5.7892014,1.636566719,1.6031468,33.8171226,58.9127836,24.6547,1.15398,1.1,0,55,58.12,5,21,12.8,11-03-2010
166.4757,63.00368,45.5599,-1.2019,0.846070588,5.8268591,1.637528077,1.7255731,33.6934565,58.747625,24.8449,1.12426,1.1,1,0,26.12,5,46,31.4,12-03-2010
166.0225,62.44386,46.8511,-1.2716,0.849445944,5.861239,1.6385597,1.8464526,33.5695553,58.5831472,25.0314,1.0942,1.1,1,4,53.58,6,11,36.9,13-03-2010
165.571,61.86219,48.1321,-1.3402,0.852840223,5.8923964,1.63966068,1.9657328,33.4454911,58.4193584,25.2144,1.06381,1.1,1,9,20.52,6,36,28.6,14-03-2010
165.1212,61.25925,49.4031,-1.4076,0.856251578,5.9203878,1.64083008,2.0833704,33.321334,58.2562642,25.3937,1.0331,1.1,1,13,46.96,7,1,6.1,15-03-2010
164.6728,60.63562,50.6639,-1.4738,0.859678197,5.9452708,1.642066942,2.1993334,33.1971515,58.0938702,25.5694,1.00209,1.1,1,18,12.9,7,25,28.9,16-03-2010
164.2258,59.99191,51.9148,-1.5387,0.863118302,5.9671037,1.643370291,2.313603,33.0730086,57.9321839,25.7414,0.97079,1.1,1,22,38.37,7,49,36.4,17-03-2010
163.7801,59.32872,53.1559,-1.6024,0.866570149,5.9859459,1.644739149,2.4261739,32.9489682,57.7712185,25.9097,0.93922,1.1,1,27,3.37,8,13,28.3,18-03-2010
163.3355,58.64669,54.3871,-1.6648,0.870032028,6.0018571,1.646172535,2.5370542,32.8250907,57.610996,26.0743,0.9074,1.1,1,31,27.92,8,37,4.1,19-03-2010
162.892,57.94646,55.6087,-1.726,0.873502263,6.0148974,1.647669478,2.6462642,32.7014342,57.4515501,26.2352,0.87534,1.1,1,35,52.03,9,0,23.2,20-03-2010
162.4495,57.2287,56.8206,-1.7859,0.876979213,6.0251272,1.649229022,2.7538356,32.5780548,57.2929299,26.3924,0.84306,1.1,1,40,15.7,9,23,25.4,21-03-2010
162.008,56.49409,58.0231,-1.8446,0.880461273,6.0326071,1.650850233,2.8598088,32.4550061,57.1352024,26.5459,0.81056,1.1,1,44,38.95,9,46,10.1,22-03-2010
161.5677,55.74334,59.2161,-1.902,0.883946873,6.0373977,1.6525322,2.9642313,32.3323398,56.9784567,26.6956,0.77787,1.1,1,49,1.78,10,8,37.1,23-03-2010
161.1286,54.97715,60.3999,-1.9581,0.887434476,6.0395594,1.654274042,3.0671529,32.2101053,56.822808,26.8416,0.745,1.1,1,53,24.2,10,30,45.8,24-03-2010
160.6909,54.19628,61.5744,-2.0129,0.890922581,6.0391524,1.656074906,3.168618,32.0883501,56.6684013,26.9839,0.71195,1.1,1,57,46.22,10,52,36,25-03-2010
160.255,53.40145,62.7399,-2.0665,0.894409724,6.0362368,1.657933959,3.2686548,31.9671197,56.5154126,27.1224,0.67875,1.1,2,2,7.84,11,14,7.3,26-03-2010
159.8212,52.59341,63.8964,-2.1189,0.897894471,6.0308721,1.659850378,3.3672598,31.8464576,56.3640436,27.2571,0.64541,1.1,2,6,29.07,11,35,19.3,27-03-2010
159.39,51.77286,65.044,-2.17,0.901375425,6.0231173,1.661823324,3.4643835,31.7264054,56.2145075,27.3881,0.61194,1.1,2,10,49.92,11,56,11.8,28-03-2010
158.9618,50.94047,66.1829,-2.2198,0.904851224,6.0130311,1.663851914,3.5599217,31.6070029,56.0670059,27.5152,0.57834,1.1,2,15,10.4,12,16,44.3,29-03-2010
158.5371,50.09685,67.3132,-2.2684,0.908320537,6.0006713,1.665935189,3.6537186,31.4882882,55.9217021,27.6386,0.54465,1.1,2,19,30.51,12,36,56.8,30-03-2010
158.1159,49.24252,68.4349,-2.3157,0.911782068,5.9860952,1.668072089,3.7455844,31.3702976,55.7786998,27.7581,0.51085,1.1,2,23,50.27,12,56,48.9,31-03-2010
157.6984,48.37795,69.5482,-2.3618,0.915234553,5.9693593,1.670261443,3.8353203,31.2530657,55.6380361,27.8739,0.47698,1.1,2,28,9.68,13,16,20.3,01-04-2010
157.2843,47.50355,70.6533,-2.4067,0.918676761,5.9505193,1.672501965,3.9227433,31.1366257,55.4996885,27.9858,0.44304,1.1,2,32,28.76,13,35,30.9,02-04-2010
156.8736,46.61973,71.7502,-2.4504,0.922107493,5.9296303,1.674792275,4.0077026,31.021009,55.3635931,28.094,0.40905,1.1,2,36,47.51,13,54,20.4,03-04-2010
156.4659,45.72686,72.839,-2.4928,0.925525582,5.9067463,1.677130914,4.0900841,30.9062457,55.2296646,28.1983,0.37502,1.1,2,41,5.94,14,12,48.6,04-04-2010
156.0608,44.82533,73.9199,-2.5341,0.928929889,5.8819206,1.67951637,4.1698078,30.7923643,55.0978121,28.2989,0.34096,1.1,2,45,24.04,14,30,55.3,05-04-2010
155.658,43.91555,74.993,-2.5741,0.93231931,5.8552053,1.68194709,4.2468192,30.6793921,54.9679489,28.3958,0.30689,1.1,2,49,41.82,14,48,40.2,06-04-2010
155.2574,42.99792,76.0584,-2.613,0.935692767,5.826652,1.684421496,4.3210816,30.5673549,54.8399963,28.4889,0.27282,1.1,2,53,59.28,15,6,3.3,07-04-2010
154.8585,42.07286,77.1162,-2.6507,0.939049215,5.7963109,1.686937994,4.3925685,30.4562772,54.7138824,28.5783,0.23877,1.1,2,58,16.43,15,23,4.2,08-04-2010
154.4613,41.1408,78.1666,-2.6873,0.942387634,5.7642317,1.689494973,4.46126,30.3461825,54.5895403,28.6641,0.20475,1.1,3,2,33.26,15,39,42.8,09-04-2010
154.0653,40.20214,79.2097,-2.7227,0.945707035,5.7304627,1.692090815,4.5271405,30.2370929,54.4669038,28.7461,0.17077,1.1,3,6,49.77,15,55,58.9,10-04-2010
153.6705,39.25732,80.2455,-2.7569,0.949006456,5.6950514,1.694723892,4.5901991,30.1290294,54.3459048,28.8246,0.13685,1.1,3,11,5.96,16,11,52.5,11-04-2010
153.2764,38.30675,81.2742,-2.79,0.952284962,5.6580445,1.697392574,4.6504325,30.022012,54.2264709,28.8994,0.10299,1.1,3,15,21.83,16,27,23.2,12-04-2010
152.8829,37.35086,82.296,-2.8221,0.955541644,5.6194873,1.70009523,4.707848,29.9160594,54.1085255,28.9707,0.06922,1.1,3,19,37.39,16,42,31.1,13-04-2010
152.4897,36.39006,83.3109,-2.853,0.95877562,5.5794244,1.702830239,4.7624678,29.8111896,53.9919896,29.0385,0.03554,1.1,3,23,52.62,16,57,16,14-04-2010
152.0964,35.42479,84.319,-2.8828,0.961986034,5.5378993,1.705595995,4.8143331,29.7074195,53.876786,29.1027,0.00197,1.1,3,28,7.53,17,11,37.7,15-04-2010
151.7029,34.45549,85.3206,-2.9115,0.965172053,5.4949546,1.708390927,4.8635061,29.6047652,53.762845,29.1635,-0.03148,1.1,3,32,22.1,17,25,36.3,16-04-2010
151.3089,33.48261,86.3156,-2.9392,0.96833287,5.4506318,1.7112135,4.9100708,29.5032416,53.6501121,29.2209,-0.06481,1.1,3,36,36.34,17,39,11.5,17-04-2010
150.9143,32.50664,87.3042,-2.9658,0.971467699,5.4049715,1.714062239,4.9541297,29.4028631,53.538554,29.2749,-0.09799,1.1,3,40,50.23,17,52,23.4,18-04-2010
150.5188,31.52804,88.2865,-2.9914,0.974575781,5.3580133,1.716935729,4.9958007,29.3036431,53.4281645,29.3255,-0.13103,1.1,3,45,3.77,18,5,11.8,19-04-2010
150.1226,30.54731,89.2626,-3.0159,0.977656376,5.3097957,1.719832627,5.0352096,29.2055944,53.3189682,29.3728,-0.16391,1.1,3,49,16.95,18,17,36.7,20-04-2010
149.7258,29.56495,90.2327,-3.0394,0.98070877,5.2603564,1.722751664,5.072484,29.108729,53.2110223,29.4168,-0.19661,1.1,3,53,29.76,18,29,38.1,21-04-2010
149.3284,28.58144,91.1968,-3.062,0.983732265,5.2097323,1.725691642,5.1077449,29.013058,53.1044167,29.4576,-0.22914,1.1,3,57,42.18,18,41,16,22-04-2010
148.9307,27.59724,92.1551,-3.0835,0.98672619,5.157959,1.72865143,5.1410973,28.9185922,52.9992722,29.4952,-0.26148,1.1,4,1,54.22,18,52,30.2,23-04-2010
148.5332,26.61281,93.1077,-3.104,0.98968989,5.1050715,1.731629949,5.1726206,28.8253415,52.8957352,29.5295,-0.29363,1.1,4,6,5.85,19,3,20.7,24-04-2010
148.1362,25.62856,94.0546,-3.1236,0.992622731,5.0511036,1.734626158,5.2023581,28.7333152,52.7939687,29.5607,-0.32558,1.1,4,10,17.08,19,13,47.6,25-04-2010
147.7402,24.64489,94.996,-3.1422,0.9955241,4.9960886,1.737639028,5.2303088,28.6425224,52.6941379,29.5887,-0.35732,1.1,4,14,27.89,19,23,50.9,26-04-2010
147.3457,23.66212,95.932,-3.1599,0.9983934,4.9400586,1.740667514,5.2564246,28.5529711,52.5963919,29.6136,-0.38884,1.1,4,18,38.29,19,33,30.5,27-04-2010
146.9528,22.68057,96.8627,-3.1766,1.001230055,4.8830449,1.743710533,5.2806159,28.4646692,52.5008465,29.6353,-0.42013,1.1,4,22,48.27,19,42,46.5,28-04-2010
146.562,21.7005,97.7883,-3.1924,1.004033506,4.8250782,1.74676694,5.3027651,28.377624,52.4075707,29.6541,-0.45119,1.1,4,26,57.82,19,51,39.1,29-04-2010
146.1733,20.72218,98.7087,-3.2073,1.00680321,4.766188,1.74983552,5.3227443,28.2918424,52.3165833,29.6697,-0.48201,1.1,4,31,6.94,20,0,8.1,30-04-2010
145.7866,19.74582,99.6241,-3.2213,1.009538644,4.7064033,1.752914982,5.3404328,28.2073307,52.2278585,29.6824,-0.51258,1.1,4,35,15.62,20,8,13.7,01-05-2010
145.4019,18.77166,100.5346,-3.2344,1.012239297,4.6457522,1.756003974,5.3557294,28.1240948,52.1413373,29.692,-0.5429,1.1,4,39,23.85,20,15,55.9,02-05-2010
145.019,17.79993,101.4404,-3.2466,1.014904679,4.584262,1.759101091,5.3685579,28.0421406,52.0569419,29.6987,-0.57295,1.1,4,43,31.63,20,23,14.8,03-05-2010
144.6378,16.83086,102.3414,-3.2579,1.017534311,4.5219593,1.762204891,5.3788657,27.961473,51.9745869,29.7025,-0.60272,1.1,4,47,38.95,20,30,10.3,04-05-2010
144.258,15.86468,103.2378,-3.2684,1.020127734,4.4588701,1.765313908,5.3866198,27.8820971,51.894187,29.7034,-0.63221,1.1,4,51,45.79,20,36,42.7,05-05-2010
143.8796,14.90164,104.1298,-3.2781,1.022684498,4.3950194,1.768426661,5.3918008,27.8040174,51.8156609,29.7015,-0.66142,1.1,4,55,52.15,20,42,51.9,06-05-2010
143.5022,13.94196,105.0174,-3.2869,1.025204172,4.3304318,1.77154166,5.3943973,27.7272382,51.738931,29.6968,-0.69032,1.1,4,59,58.03,20,48,38.1,07-05-2010
143.1259,12.98589,105.9006,-3.2949,1.027686338,4.265131,1.774657411,5.3944023,27.6517634,51.6639216,29.6893,-0.71892,1.1,5,4,3.41,20,54,1.2,08-05-2010
142.7505,12.03367,106.7796,-3.3021,1.030130589,4.1991401,1.777772416,5.3918112,27.5775967,51.590555,29.6792,-0.74721,1.1,5,8,8.29,20,59,1.4,09-05-2010
142.3758,11.08552,107.6546,-3.3085,1.032536535,4.1324816,1.780885173,5.3866219,27.5047416,51.5187482,29.6664,-0.77518,1.1,5,12,12.65,21,3,38.8,10-05-2010
142.0016,10.14169,108.5255,-3.314,1.034903795,4.0651775,1.783994183,5.3788388,27.4332012,51.4484095,29.651,-0.80283,1.1,5,16,16.49,21,7,53.5,11-05-2010
141.6278,9.202421,109.3924,-3.3188,1.037232003,3.997249,1.787097953,5.368477,27.3629785,51.3794379,29.633,-0.83014,1.1,5,20,19.81,21,11,45.6,12-05-2010
141.2541,8.267951,110.2555,-3.3229,1.039520805,3.9287167,1.790195,5.3555701,27.2940762,51.3117248,29.6125,-0.85712,1.1,5,24,22.59,21,15,15.2,13-05-2010
140.8804,7.338537,111.1149,-3.3261,1.041769857,3.8596009,1.793283872,5.3401767,27.2264968,51.2451598,29.5895,-0.88375,1.1,5,28,24.82,21,18,22.4,14-05-2010
140.5063,6.414445,111.9706,-3.3286,1.043978829,3.7899209,1.796363155,5.3223859,27.1602427,51.1796401,29.5641,-0.91004,1.1,5,32,26.5,21,21,7.4,15-05-2010
140.1318,5.495944,112.8227,-3.3304,1.046147399,3.719696,1.799431499,5.3023184,27.0953161,51.1150832,29.5364,-0.93597,1.1,5,36,27.6,21,23,30.3,16-05-2010
139.7568,4.583308,113.6714,-3.3314,1.04827526,3.6489445,1.80248763,5.2801223,27.031719,51.0514377,29.5063,-0.96154,1.1,5,40,28.12,21,25,31.2,17-05-2010
139.3813,3.676798,114.5166,-3.3317,1.050362111,3.5776845,1.805530366,5.2559633,26.9694531,50.9886927,29.474,-0.98676,1.1,5,44,28.05,21,27,10.3,18-05-2010
139.0054,2.776662,115.3585,-3.3313,1.052407664,3.5059335,1.808558623,5.2300119,26.9085203,50.926881,29.4394,-1.0116,1.1,5,48,27.37,21,28,27.8,19-05-2010
138.6294,1.883116,116.1972,-3.3301,1.054411641,3.4337084,1.811571413,5.2024301,26.8489219,50.8660767,29.4027,-1.03608,1.1,5,52,26.07,21,29,23.7,20-05-2010
138.2537,0.996348,117.0327,-3.3283,1.056373772,3.361026,1.814567837,5.1733593,26.7906595,50.8063885,29.3638,-1.06019,1.1,5,56,24.13,21,29,58.3,21-05-2010
137.8786,0.116507,117.8652,-3.3257,1.058293799,3.2879023,1.817547068,5.1429116,26.7337343,50.7479507,29.3228,-1.08393,1.1,6,0,21.56,21,30,11.6,22-05-2010
137.5048,-0.75629,118.6947,-3.3225,1.06017147,3.214353,1.820508336,5.111164,26.6781476,50.6909118,29.2798,-1.10729,1.1,6,4,18.35,21,30,3.9,23-05-2010
137.1326,-1.62196,119.5212,-3.3186,1.062006545,3.1403935,1.823450901,5.0781545,26.6239003,50.635424,29.2347,-1.13026,1.1,6,8,14.49,21,29,35.4,24-05-2010
136.7627,-2.48045,120.345,-3.314,1.06379879,3.0660385,1.826374038,5.0438824,26.5709936,50.5816307,29.1876,-1.15286,1.1,6,12,9.97,21,28,46.1,25-05-2010
136.3953,-3.33172,121.166,-3.3088,1.065547982,2.9913026,1.829277008,5.0083108,26.5194282,50.529656,29.1385,-1.17507,1.1,6,16,4.8,21,27,36.2,26-05-2010
136.0309,-4.17572,121.9843,-3.3029,1.067253905,2.9162,1.832159043,4.9713734,26.4692049,50.4795952,29.0874,-1.19689,1.1,6,19,58.96,21,26,6.1,27-05-2010
135.6698,-5.01245,122.8,-3.2963,1.068916351,2.8407443,1.835019329,4.9329848,26.4203246,50.4315088,29.0344,-1.21832,1.1,6,23,52.46,21,24,15.7,28-05-2010
135.3122,-5.84186,123.6133,-3.2891,1.07053512,2.764949,1.837857001,4.8930514,26.3727878,50.3854214,28.9796,-1.23935,1.1,6,27,45.29,21,22,5.4,29-05-2010
134.9582,-6.6639,124.4241,-3.2813,1.07211002,2.6888271,1.840671142,4.8514828,26.3265951,50.3413258,28.9228,-1.25999,1.1,6,31,37.45,21,19,35.3,30-05-2010
134.6078,-7.47855,125.2325,-3.2728,1.073640865,2.6123915,1.843460782,4.8081995,26.2817471,50.2991897,28.8643,-1.28022,1.1,6,35,28.94,21,16,45.6,31-05-2010
134.2611,-8.28574,126.0387,-3.2637,1.075127478,2.5356545,1.846224912,4.763137,26.2382441,50.2589641,28.8039,-1.30004,1.1,6,39,19.74,21,13,36.4,01-06-2010
133.9179,-9.08541,126.8426,-3.254,1.076569688,2.4586283,1.848962489,4.716246,26.1960867,50.220591,28.7419,-1.31945,1.1,6,43,9.86,21,10,8,02-06-2010
133.5784,-9.87751,127.6444,-3.2437,1.077967333,2.3813248,1.851672448,4.6674905,26.1552752,50.1840092,28.678,-1.33845,1.1,6,46,59.3,21,6,20.4,03-06-2010
133.2424,-10.662,128.4442,-3.2328,1.079320255,2.3037554,1.854353701,4.6168438,26.1158098,50.1491564,28.6125,-1.35703,1.1,6,50,48.06,21,2,14,04-06-2010
132.91,-11.4387,129.2419,-3.2213,1.080628303,2.2259316,1.857005152,4.5642842,26.0776909,50.1159704,28.5454,-1.37519,1.1,6,54,36.13,20,57,48.8,05-06-2010
132.581,-12.2078,130.0378,-3.2092,1.081891335,2.1478644,1.859625688,4.5097923,26.0409186,50.0843867,28.4767,-1.39293,1.1,6,58,23.52,20,53,5,06-06-2010
